pre.send,main.matrix,remain.matrix,total.comput,total
0.00816371,0.222649,0.0266663,0.249315,0.257478
0.00754696,0.220808,0.025964,0.246772,0.254319
0.00817033,0.22663,0.0269052,0.253535,0.261706
0.00767903,0.224496,0.0265788,0.251075,0.258754
0.0077239,0.224829,0.0265672,0.251396,0.25912
0.00814679,0.221099,0.0265516,0.247651,0.255797
0.00751691,0.223506,0.0259825,0.249489,0.257005
0.00756461,0.228544,0.0260721,0.254616,0.262181
0.00767948,0.223443,0.0264173,0.24986,0.25754
0.00758786,0.222916,0.0261008,0.249017,0.256605
