#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,0.99,4.05
8,1000,0.98,8.15
16,1000,0.98,16.25
32,1000,1.00,32.05
64,1000,1.16,55.03
128,1000,1.20,106.33
256,1000,1.44,178.06
512,1000,1.50,340.73
1024,1000,1.65,621.74
2048,1000,2.31,885.15
4096,1000,3.19,1284.25
8192,1000,4.46,1838.35
16384,1000,6.26,2618.92
32768,1000,8.46,3874.58
65536,640,12.42,5276.34
131072,320,18.71,7005.39
262144,160,32.62,8035.74
524288,80,54.25,9665.03
1048576,40,97.04,10805.64
2097152,20,186.02,11273.57
4194304,10,352.15,11910.46
8388608,5,693.56,12094.92
16777216,2,1379.45,12162.24
33554432,1,2756.91,12171.02
67108864,1,5506.71,12186.75
134217728,1,11021.09,12178.26
268435456,1,22053.51,12172.01
