pre.send,main.matrix,remain.matrix,total.comput,total
0.00786242,0.154379,0.0147935,0.169172,0.177035
0.00841566,0.155116,0.0155439,0.17066,0.179076
0.0077476,0.153631,0.0147348,0.168366,0.176113
0.00780983,0.153065,0.0147661,0.167831,0.175641
0.00777833,0.153382,0.0147945,0.168177,0.175955
0.00780611,0.153856,0.0147688,0.168625,0.176431
0.00728509,0.155664,0.0144602,0.170124,0.177409
0.00778149,0.153572,0.0146731,0.168245,0.176027
0.00733155,0.154014,0.0143669,0.168381,0.175712
0.0077826,0.154008,0.0146589,0.168667,0.176449
