#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.29,6.95
4,1000,0.28,14.24
8,1000,0.28,28.34
16,1000,0.30,53.52
32,1000,0.30,105.39
64,1000,0.35,185.42
128,1000,0.40,322.71
256,1000,0.46,559.13
512,1000,0.62,819.42
1024,1000,0.71,1437.20
2048,1000,0.93,2207.33
4096,1000,1.79,2283.36
8192,1000,2.15,3807.69
16384,1000,2.67,6140.65
32768,1000,3.94,8313.06
65536,640,5.54,11837.10
131072,320,10.26,12778.88
262144,160,19.19,13658.63
524288,80,39.26,13354.12
1048576,40,97.72,10730.52
2097152,20,218.29,9607.18
4194304,10,491.38,8535.71
8388608,5,1517.27,5528.76
16777216,2,3718.55,4511.76
33554432,1,7459.35,4498.31
67108864,1,14956.98,4486.79
134217728,1,29825.38,4500.12
268435456,1,59599.90,4503.96
