#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.26,0.00
1,1000,0.29,3.50
2,1000,0.28,7.03
4,1000,0.29,13.76
8,1000,0.29,27.67
16,1000,0.31,51.99
32,1000,0.31,103.93
64,1000,0.34,187.99
128,1000,0.42,306.64
256,1000,0.49,527.65
512,1000,0.63,806.31
1024,1000,0.70,1455.88
2048,1000,0.87,2355.31
4096,1000,1.81,2258.15
8192,1000,2.10,3900.16
16384,1000,2.77,5905.72
32768,1000,3.65,8989.64
65536,640,5.68,11530.36
131072,320,9.57,13702.93
262144,160,19.40,13512.34
524288,80,40.56,12926.49
1048576,40,98.95,10597.26
2097152,20,204.22,10268.99
4194304,10,486.70,8617.81
8388608,5,1519.89,5519.22
16777216,2,3736.11,4490.55
33554432,1,7481.36,4485.07
67108864,1,14950.97,4488.59
134217728,1,29858.88,4495.07
268435456,1,59760.94,4491.82
