#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.28,7.18
4,1000,0.28,14.35
8,1000,0.28,28.64
16,1000,0.30,53.96
32,1000,0.30,105.68
64,1000,0.34,186.78
128,1000,0.39,326.09
256,1000,0.46,553.00
512,1000,0.61,835.97
1024,1000,0.73,1408.39
2048,1000,0.86,2387.70
4096,1000,1.83,2242.86
8192,1000,2.10,3909.28
16384,1000,2.69,6080.36
32768,1000,3.96,8277.28
65536,640,5.56,11785.71
131072,320,10.98,11942.32
262144,160,19.49,13452.95
524288,80,41.39,12665.67
1048576,40,99.88,10498.81
2097152,20,217.17,9656.77
4194304,10,488.34,8588.90
8388608,5,1506.03,5570.03
16777216,2,3724.79,4504.20
33554432,1,7502.38,4472.51
67108864,1,14982.68,4479.10
134217728,1,29854.48,4495.73
268435456,1,59769.32,4491.19
