#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.51
2,1000,0.28,7.09
4,1000,0.28,14.19
8,1000,0.28,28.22
16,1000,0.30,53.47
32,1000,0.30,106.96
64,1000,0.34,187.30
128,1000,0.39,324.47
256,1000,0.45,569.49
512,1000,0.63,813.78
1024,1000,0.70,1458.25
2048,1000,0.88,2314.90
4096,1000,1.81,2265.02
8192,1000,2.10,3893.24
16384,1000,2.67,6126.16
32768,1000,3.94,8321.17
65536,640,5.53,11855.45
131072,320,10.95,11966.69
262144,160,19.36,13538.70
524288,80,39.69,13208.34
1048576,40,98.72,10621.57
2097152,20,215.87,9714.79
4194304,10,483.28,8678.76
8388608,5,1535.05,5464.72
16777216,2,3724.92,4504.05
33554432,1,7453.14,4502.05
67108864,1,14945.45,4490.25
134217728,1,29802.82,4503.52
268435456,1,59585.78,4505.03
