#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.26,0.00
1,1000,0.28,3.57
2,1000,0.28,7.14
4,1000,0.28,14.12
8,1000,0.28,28.19
16,1000,0.31,52.10
32,1000,0.29,108.58
64,1000,0.35,182.16
128,1000,0.40,322.23
256,1000,0.47,540.36
512,1000,0.60,849.78
1024,1000,0.72,1426.24
2048,1000,0.82,2500.52
4096,1000,1.81,2265.57
8192,1000,2.13,3841.10
16384,1000,2.77,5916.10
32768,1000,3.73,8796.55
65536,640,5.84,11230.42
131072,320,9.27,14142.11
262144,160,19.30,13581.86
524288,80,40.33,13001.53
1048576,40,99.97,10489.17
2097152,20,218.26,9608.44
4194304,10,490.05,8558.95
8388608,5,1520.51,5516.96
16777216,2,3731.32,4496.32
33554432,1,7456.95,4499.75
67108864,1,14936.32,4493.00
134217728,1,29864.55,4494.22
268435456,1,59660.10,4499.41
