#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.62
2,1000,0.27,7.31
4,1000,0.27,14.61
8,1000,0.27,29.28
16,1000,0.31,51.83
32,1000,0.30,106.44
64,1000,0.33,191.61
128,1000,0.39,332.21
256,1000,0.44,579.44
512,1000,0.62,830.43
1024,1000,0.71,1451.30
2048,1000,0.87,2349.45
4096,1000,1.75,2338.34
8192,1000,2.10,3900.95
16384,1000,2.72,6023.29
32768,1000,3.86,8492.41
65536,640,5.52,11881.92
131072,320,10.94,11981.29
262144,160,19.90,13175.13
524288,80,42.12,12446.32
1048576,40,99.95,10491.18
2097152,20,216.10,9704.64
4194304,10,481.87,8704.30
8388608,5,1517.22,5528.93
16777216,2,3727.73,4500.65
33554432,1,7511.48,4467.08
67108864,1,14960.60,4485.71
134217728,1,29846.58,4496.92
268435456,1,59706.27,4495.93
