#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.71
2,1000,0.27,7.48
4,1000,0.27,14.91
8,1000,0.27,29.87
16,1000,0.30,52.87
32,1000,0.29,109.30
64,1000,0.32,199.63
128,1000,0.37,349.24
256,1000,0.43,598.56
512,1000,0.60,856.52
1024,1000,0.67,1517.51
2048,1000,0.86,2393.16
4096,1000,1.69,2421.21
8192,1000,2.00,4105.90
16384,1000,2.57,6385.09
32768,1000,3.49,9376.12
65536,640,5.34,12270.57
131072,320,9.38,13975.44
262144,160,18.68,14036.84
524288,80,39.77,13181.48
1048576,40,95.34,10997.88
2097152,20,211.39,9920.76
4194304,10,490.53,8550.56
8388608,5,1512.29,5546.95
16777216,2,3726.35,4502.31
33554432,1,7480.40,4485.65
67108864,1,14959.83,4485.94
134217728,1,29892.50,4490.01
268435456,1,59701.35,4496.30
