#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.29,3.47
2,1000,0.29,7.02
4,1000,0.28,14.13
8,1000,0.28,28.25
16,1000,0.31,52.45
32,1000,0.31,104.10
64,1000,0.34,189.06
128,1000,0.39,327.68
256,1000,0.46,559.40
512,1000,0.62,831.43
1024,1000,0.72,1430.42
2048,1000,0.90,2273.91
4096,1000,1.73,2364.77
8192,1000,2.08,3931.70
16384,1000,2.70,6072.19
32768,1000,3.82,8570.43
65536,640,5.27,12432.06
131072,320,10.16,12895.82
262144,160,19.43,13492.68
524288,80,41.11,12752.55
1048576,40,99.55,10532.76
2097152,20,213.00,9845.89
4194304,10,487.27,8607.73
8388608,5,1526.44,5495.53
16777216,2,3714.45,4516.74
33554432,1,7522.04,4460.82
67108864,1,14943.94,4490.71
134217728,1,29830.64,4499.32
268435456,1,59594.28,4504.38
