#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.76
2,1000,0.28,7.24
4,1000,0.27,14.87
8,1000,0.27,30.00
16,1000,0.29,54.89
32,1000,0.30,108.17
64,1000,0.33,193.70
128,1000,0.38,340.24
256,1000,0.46,553.98
512,1000,0.62,831.85
1024,1000,0.71,1447.72
2048,1000,0.81,2518.48
4096,1000,1.73,2369.38
8192,1000,1.97,4166.77
16384,1000,2.57,6383.31
32768,1000,3.54,9268.16
65536,640,5.07,12937.84
131072,320,9.63,13612.60
262144,160,18.67,14043.13
524288,80,40.07,13084.21
1048576,40,95.62,10966.19
2097152,20,210.91,9943.36
4194304,10,495.68,8461.69
8388608,5,1527.31,5492.40
16777216,2,3730.08,4497.81
33554432,1,7480.81,4485.40
67108864,1,14973.05,4481.98
134217728,1,29868.77,4493.58
268435456,1,59646.57,4500.43
