#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.61
2,1000,0.28,7.24
4,1000,0.28,14.41
8,1000,0.28,28.27
16,1000,0.30,54.15
32,1000,0.30,107.95
64,1000,0.34,189.65
128,1000,0.40,318.57
256,1000,0.45,565.02
512,1000,0.61,845.29
1024,1000,0.70,1454.71
2048,1000,0.90,2282.20
4096,1000,1.83,2243.69
8192,1000,2.11,3875.07
16384,1000,2.71,6047.34
32768,1000,3.66,8941.97
65536,640,5.48,11961.51
131072,320,9.91,13225.51
262144,160,19.36,13538.30
524288,80,40.02,13099.08
1048576,40,98.40,10655.88
2097152,20,216.62,9681.07
4194304,10,487.77,8598.94
8388608,5,1521.64,5512.86
16777216,2,3713.19,4518.27
33554432,1,7476.89,4487.75
67108864,1,14937.63,4492.60
134217728,1,29887.39,4490.78
268435456,1,59570.79,4506.16
