#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.55
2,1000,0.28,7.08
4,1000,0.28,14.11
8,1000,0.28,28.17
16,1000,0.31,51.86
32,1000,0.30,106.11
64,1000,0.34,187.73
128,1000,0.40,323.79
256,1000,0.47,547.20
512,1000,0.61,836.78
1024,1000,0.69,1473.40
2048,1000,0.91,2262.94
4096,1000,1.74,2347.41
8192,1000,2.05,3990.45
16384,1000,2.65,6191.98
32768,1000,3.99,8211.07
65536,640,5.46,12008.25
131072,320,10.72,12229.18
262144,160,19.52,13429.35
524288,80,40.12,13066.66
1048576,40,99.18,10572.98
2097152,20,217.74,9631.54
4194304,10,490.26,8555.29
8388608,5,1526.03,5497.00
16777216,2,3725.65,4503.17
33554432,1,7501.62,4472.96
67108864,1,14967.43,4483.66
134217728,1,29868.91,4493.56
268435456,1,59662.65,4499.22
