#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.26,0.00
1,1000,0.29,3.46
2,1000,0.29,6.97
4,1000,0.29,13.92
8,1000,0.29,27.58
16,1000,0.31,50.82
32,1000,0.31,103.06
64,1000,0.35,182.54
128,1000,0.40,324.04
256,1000,0.45,571.35
512,1000,0.62,831.77
1024,1000,0.69,1492.48
2048,1000,0.90,2284.68
4096,1000,1.76,2326.13
8192,1000,2.06,3970.95
16384,1000,2.69,6080.43
32768,1000,3.75,8732.10
65536,640,5.48,11965.06
131072,320,10.77,12170.13
262144,160,19.60,13372.57
524288,80,41.35,12680.35
1048576,40,98.30,10667.13
2097152,20,217.81,9628.15
4194304,10,490.98,8542.66
8388608,5,1511.67,5549.25
16777216,2,3735.94,4490.76
33554432,1,7495.83,4476.41
67108864,1,15005.26,4472.35
134217728,1,29944.15,4482.27
268435456,1,59790.02,4489.64
