pre.send,main.matrix,remain.matrix,total.comput,total
0.00728502,0.279829,0.0284155,0.308245,0.31553
0.00789429,0.282657,0.029276,0.311933,0.319827
0.00777903,0.276375,0.0289402,0.305315,0.313094
0.00779801,0.279505,0.0289392,0.308444,0.316243
0.00775499,0.278894,0.0290484,0.307942,0.315697
0.00784371,0.299162,0.0298233,0.328985,0.336829
0.00728566,0.282719,0.0286693,0.311388,0.318674
0.00780937,0.279159,0.0289684,0.308128,0.315937
0.00720324,0.279888,0.0283759,0.308264,0.315467
0.00781092,0.282018,0.0343534,0.316371,0.324182
