pre.send,main.matrix,remain.matrix,total.comput,total
0.00824725,0.156396,0.00824773,0.164644,0.172891
0.00840258,0.157453,0.00840307,0.165856,0.174259
0.00771669,0.156276,0.007717,0.163993,0.17171
0.00840631,0.157045,0.00840652,0.165451,0.173857
0.00767727,0.157675,0.00767748,0.165352,0.173029
0.00769697,0.157934,0.00769721,0.165631,0.173328
0.00784879,0.159127,0.00784908,0.166976,0.174825
0.00825199,0.156909,0.00825245,0.165162,0.173414
0.00825654,0.158611,0.00825679,0.166868,0.175125
0.0076496,0.157911,0.0076498,0.165561,0.17321
