pre.send,main.matrix,remain.matrix,total.comput,total
0.00723045,0.150671,0.0146961,0.165368,0.172598
0.00723688,0.150971,0.0146471,0.165618,0.172855
0.00779566,0.153549,0.0152934,0.168843,0.176638
0.00781472,0.152835,0.0153217,0.168157,0.175972
0.00785293,0.1518,0.0153776,0.167177,0.17503
0.00724247,0.153388,0.0147107,0.168099,0.175342
0.00781905,0.150879,0.0152843,0.166163,0.173982
0.00838841,0.15105,0.0158165,0.166867,0.175255
0.00784601,0.151515,0.015311,0.166826,0.174672
0.00786215,0.150801,0.0153413,0.166142,0.174004
