pre.send,main.matrix,total
0.00818976,0.087425,0.0956147
0.00767201,0.0880766,0.0957486
0.00830417,0.0871902,0.0954943
0.00820306,0.086891,0.0950941
0.00775903,0.0871826,0.0949416
0.00777879,0.085447,0.0932258
0.00764331,0.0872592,0.0949025
0.00761233,0.0868114,0.0944237
0.00825045,0.0869144,0.0951648
0.00764552,0.0867335,0.094379
