pre.send,main.matrix,remain.matrix,total.comput,total
0.00817056,0.225303,0.0266537,0.251957,0.260127
0.00758743,0.222426,0.0260511,0.248477,0.256064
0.00754707,0.221094,0.0259452,0.24704,0.254587
0.00812531,0.222454,0.0265709,0.249025,0.25715
0.00766941,0.224053,0.0261914,0.250244,0.257914
0.00816711,0.241153,0.0268147,0.267968,0.276135
0.00810842,0.221756,0.0266312,0.248387,0.256495
0.00813431,0.223497,0.0266154,0.250112,0.258246
0.00814803,0.222434,0.0265583,0.248992,0.25714
0.00813973,0.237474,0.0265943,0.264068,0.272208
