pre.send,main.matrix,remain.matrix,total.comput,total
0.00821473,0.243527,0.00903671,0.252564,0.260779
0.00760047,0.245455,0.00846141,0.253916,0.261517
0.00821229,0.241969,0.00902793,0.250996,0.259209
0.0077541,0.246786,0.00856117,0.255347,0.263102
0.0083196,0.246693,0.0091338,0.255826,0.264146
0.0076047,0.244202,0.00842354,0.252625,0.26023
0.00821956,0.269365,0.0090445,0.27841,0.286629
0.0081763,0.24361,0.00900004,0.25261,0.260787
0.00766131,0.243749,0.00852576,0.252275,0.259936
0.00821793,0.243543,0.00902036,0.252563,0.260781
