#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.50
2,1000,0.40,5.00
4,1000,0.41,9.77
8,1000,0.41,19.35
16,1000,0.40,39.85
32,1000,0.56,57.28
64,1000,0.56,114.97
128,1000,0.88,145.82
256,1000,0.93,274.28
512,1000,1.13,452.49
1024,1000,1.31,779.75
2048,1000,2.08,983.61
4096,1000,2.96,1385.95
8192,1000,4.91,1670.10
16384,1000,7.81,2098.70
32768,1000,13.77,2380.10
65536,640,25.64,2556.02
131072,320,48.24,2716.80
262144,160,14.56,18005.11
524288,80,25.63,20457.40
1048576,40,53.93,19442.09
2097152,20,143.52,14611.99
4194304,10,291.41,14392.98
8388608,5,604.59,13874.80
16777216,2,1905.32,8805.47
33554432,1,5474.71,6128.99
67108864,1,11732.64,5719.85
134217728,1,23502.34,5710.82
268435456,1,46979.33,5713.91
