#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.39,0.00
1,1000,0.39,2.55
2,1000,0.39,5.08
4,1000,0.39,10.19
8,1000,0.40,19.90
16,1000,0.40,40.45
32,1000,0.55,57.90
64,1000,0.55,115.49
128,1000,0.89,143.74
256,1000,0.93,275.78
512,1000,1.13,452.53
1024,1000,1.31,781.64
2048,1000,2.09,977.93
4096,1000,2.99,1371.15
8192,1000,4.77,1717.63
16384,1000,7.15,2292.85
32768,1000,12.88,2543.96
65536,640,23.87,2745.99
131072,320,44.17,2967.76
262144,160,13.13,19972.34
524288,80,25.54,20531.36
1048576,40,52.82,19850.32
2097152,20,144.30,14533.15
4194304,10,290.98,14414.47
8388608,5,602.92,13913.30
16777216,2,1864.75,8997.02
33554432,1,5549.72,6046.15
67108864,1,11930.44,5625.01
134217728,1,23433.19,5727.68
268435456,1,46911.84,5722.13
