#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.52
2,1000,0.40,5.02
4,1000,0.40,10.00
8,1000,0.40,20.02
16,1000,0.40,40.00
32,1000,0.56,57.13
64,1000,0.55,116.22
128,1000,0.90,142.32
256,1000,0.93,274.66
512,1000,1.11,461.54
1024,1000,1.31,778.89
2048,1000,2.10,975.59
4096,1000,3.00,1366.38
8192,1000,4.81,1703.80
16384,1000,7.75,2113.13
32768,1000,13.80,2375.35
65536,640,25.50,2569.80
131072,320,49.27,2660.29
262144,160,13.98,18745.02
524288,80,24.43,21459.19
1048576,40,51.05,20540.55
2097152,20,139.44,15040.10
4194304,10,291.81,14373.25
8388608,5,616.22,13612.98
16777216,2,1869.88,8972.34
33554432,1,5429.69,6179.80
67108864,1,11744.95,5713.85
134217728,1,23602.94,5686.48
268435456,1,47101.11,5699.13
