#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.39,2.55
2,1000,0.39,5.07
4,1000,0.39,10.19
8,1000,0.39,20.42
16,1000,0.40,39.52
32,1000,0.55,57.87
64,1000,0.56,114.49
128,1000,0.90,143.00
256,1000,0.94,273.57
512,1000,1.12,457.11
1024,1000,1.30,789.02
2048,1000,2.09,978.39
4096,1000,2.98,1373.51
8192,1000,4.80,1707.20
16384,1000,7.22,2267.74
32768,1000,12.95,2531.13
65536,640,24.37,2689.26
131072,320,46.74,2804.08
262144,160,13.74,19072.90
524288,80,24.48,21412.96
1048576,40,53.92,19445.20
2097152,20,143.26,14639.02
4194304,10,302.03,13886.99
8388608,5,605.39,13856.56
16777216,2,1870.76,8968.13
33554432,1,5407.72,6204.91
67108864,1,11861.12,5657.89
134217728,1,23518.45,5706.91
268435456,1,47669.48,5631.18
