#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.39,0.00
1,1000,0.39,2.54
2,1000,0.40,5.01
4,1000,0.39,10.27
8,1000,0.39,20.46
16,1000,0.40,39.75
32,1000,0.56,56.92
64,1000,0.56,113.95
128,1000,0.87,147.48
256,1000,0.91,280.83
512,1000,1.11,462.43
1024,1000,1.27,806.28
2048,1000,2.08,985.22
4096,1000,2.96,1383.65
8192,1000,4.77,1715.80
16384,1000,7.16,2289.43
32768,1000,12.99,2523.52
65536,640,25.15,2605.83
131072,320,47.05,2785.75
262144,160,14.01,18706.27
524288,80,24.65,21270.68
1048576,40,50.79,20645.74
2097152,20,136.50,15364.12
4194304,10,291.39,14394.24
8388608,5,609.78,13756.67
16777216,2,1885.33,8898.82
33554432,1,5434.69,6174.12
67108864,1,11680.31,5745.47
134217728,1,23484.29,5715.21
268435456,1,47565.94,5643.44
