pre.send,main.matrix,remain.matrix,total.comput,total
0.00721066,0.255881,0.0309995,0.286881,0.294091
0.00791822,0.26074,0.031933,0.292673,0.300592
0.00791953,0.260059,0.0319769,0.292036,0.299956
0.00842664,0.258588,0.0324286,0.291017,0.299444
0.00784909,0.25676,0.0318319,0.288592,0.296441
0.00786395,0.256019,0.0317044,0.287724,0.295588
0.0078508,0.256768,0.0317056,0.288474,0.296325
0.00734314,0.259251,0.0314597,0.290711,0.298054
0.00720261,0.255581,0.0308491,0.28643,0.293632
0.00785548,0.258872,0.0318286,0.290701,0.298557
