pre.send,main.matrix,remain.matrix,total.comput,total
0.00764114,0.195883,0.00764127,0.203525,0.211166
0.00823538,0.195411,0.00823585,0.203647,0.211882
0.00826113,0.196214,0.00826179,0.204476,0.212737
0.00775436,0.197394,0.00775492,0.205149,0.212903
0.00780888,0.197963,0.00780917,0.205772,0.213581
0.00819437,0.196135,0.00819465,0.20433,0.212524
0.00767192,0.196586,0.00767244,0.204259,0.21193
0.00827861,0.197369,0.00827906,0.205648,0.213926
0.00826087,0.195999,0.00826131,0.20426,0.212521
0.00781526,0.197933,0.00781583,0.205749,0.213564
