pre.send,main.matrix,remain.matrix,total.comput,total
0.0074988,0.177743,0.00936514,0.187108,0.194607
0.00755778,0.177528,0.00930093,0.186829,0.194387
0.0081537,0.179357,0.00990924,0.189266,0.19742
0.00744845,0.177095,0.00918848,0.186283,0.193732
0.00811895,0.177779,0.00989254,0.187672,0.19579
0.007493,0.17654,0.00924992,0.18579,0.193283
0.00799738,0.17758,0.00974072,0.187321,0.195318
0.00744095,0.176501,0.00917759,0.185678,0.193119
0.00748159,0.177374,0.00923235,0.186607,0.194088
0.00803077,0.176598,0.00977452,0.186372,0.194403
