pre.send,main.matrix,total
0.0082036,0.111305,0.119509
0.0076299,0.0856525,0.0932824
0.00762673,0.0879287,0.0955554
0.00819275,0.0873517,0.0955444
0.00830563,0.0880394,0.096345
0.00765432,0.0863647,0.0940191
0.00819257,0.0864723,0.0946649
0.00820055,0.0872046,0.0954052
0.00830847,0.0973712,0.10568
0.00762979,0.0859515,0.0935813
