pre.send,main.matrix,remain.matrix,total.comput,total
0.00826959,0.156869,0.0082699,0.165139,0.173409
0.00783101,0.157753,0.00783129,0.165584,0.173415
0.00764745,0.156024,0.00764803,0.163672,0.171319
0.00771172,0.15878,0.00771192,0.166492,0.174204
0.00762478,0.158745,0.00762513,0.16637,0.173995
0.00765872,0.156671,0.00765894,0.164329,0.171988
0.00823483,0.158286,0.00823511,0.166521,0.174756
0.0077704,0.157167,0.00777061,0.164938,0.172708
0.00838877,0.158966,0.00838915,0.167355,0.175744
0.00778665,0.157086,0.00778716,0.164873,0.17266
