pre.send,main.matrix,total
0.00770389,0.087654,0.0953579
0.00770116,0.0864532,0.0941544
0.00825808,0.0869015,0.0951596
0.00770748,0.0855033,0.0932107
0.00775988,0.0872509,0.0950108
0.00820444,0.0871496,0.0953541
0.00823243,0.0875024,0.0957349
0.00765945,0.0873769,0.0950364
0.0084869,0.0874498,0.0959367
0.00832537,0.0853006,0.093626
