pre.send,main.matrix,remain.matrix,total.comput,total
0.00763058,0.199391,0.00763103,0.207022,0.214652
0.0077197,0.199774,0.00772,0.207494,0.215214
0.00818557,0.200468,0.00818602,0.208654,0.21684
0.00778878,0.202409,0.00778932,0.210198,0.217987
0.00829394,0.20107,0.00829431,0.209365,0.217659
0.00775878,0.201426,0.00775924,0.209186,0.216944
0.00822762,0.198921,0.00822792,0.207149,0.215376
0.00818464,0.198992,0.00818486,0.207177,0.215362
0.00764271,0.198871,0.00764302,0.206514,0.214157
0.00773653,0.200894,0.00773683,0.208631,0.216368
