pre.send,main.matrix,remain.matrix,total.comput,total
0.00759306,0.17546,0.00759335,0.183054,0.190647
0.00756093,0.175295,0.00756124,0.182857,0.190418
0.00759477,0.17697,0.0075951,0.184565,0.192159
0.00758428,0.17532,0.00758473,0.182905,0.190489
0.00760801,0.175999,0.00760844,0.183608,0.191216
0.00819364,0.175905,0.00819394,0.184099,0.192292
0.00814218,0.175031,0.00814243,0.183173,0.191316
0.00761902,0.176593,0.00761922,0.184212,0.191831
0.00766092,0.17732,0.00766128,0.184982,0.192642
0.00758261,0.176237,0.00758272,0.18382,0.191403
