#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.02
8,1000,0.99,8.11
16,1000,0.99,16.13
32,1000,1.01,31.55
64,1000,1.15,55.87
128,1000,1.20,106.86
256,1000,1.43,178.57
512,1000,1.50,340.32
1024,1000,1.66,616.28
2048,1000,2.35,872.69
4096,1000,3.21,1275.56
8192,1000,4.54,1804.04
16384,1000,6.37,2573.98
32768,1000,8.51,3850.33
65536,640,12.26,5344.03
131072,320,18.54,7068.82
262144,160,31.98,8196.66
524288,80,54.29,9656.86
1048576,40,96.90,10820.91
2097152,20,186.01,11274.43
4194304,10,352.26,11906.73
8388608,5,693.83,12090.25
16777216,2,1383.78,12124.18
33554432,1,2754.37,12182.26
67108864,1,5523.35,12150.03
134217728,1,11035.50,12162.36
268435456,1,22068.49,12163.74
