#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.01,1.98
4,1000,1.00,3.98
8,1000,1.00,8.01
16,1000,1.00,16.01
32,1000,1.02,31.53
64,1000,1.14,55.94
128,1000,1.20,107.00
256,1000,1.43,179.01
512,1000,1.50,340.81
1024,1000,1.66,615.23
2048,1000,2.32,882.16
4096,1000,3.17,1291.98
8192,1000,4.44,1846.43
16384,1000,6.40,2560.96
32768,1000,8.52,3844.49
65536,640,12.29,5330.50
131072,320,18.50,7086.81
262144,160,31.98,8197.69
524288,80,54.12,9688.16
1048576,40,97.78,10723.72
2097152,20,182.52,11489.71
4194304,10,352.75,11890.46
8388608,5,691.69,12127.64
16777216,2,1380.89,12149.57
33554432,1,2758.78,12162.79
67108864,1,5520.46,12156.38
134217728,1,11041.14,12156.14
268435456,1,22078.78,12158.07
