#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,3.98
8,1000,1.00,8.04
16,1000,1.00,16.04
32,1000,1.01,31.63
64,1000,1.15,55.78
128,1000,1.20,107.00
256,1000,1.43,178.74
512,1000,1.51,340.02
1024,1000,1.67,614.56
2048,1000,2.33,880.49
4096,1000,3.17,1293.19
8192,1000,4.43,1847.36
16384,1000,6.25,2621.46
32768,1000,8.42,3893.76
65536,640,12.26,5344.72
131072,320,18.44,7106.44
262144,160,31.96,8201.17
524288,80,54.23,9667.23
1048576,40,98.16,10682.57
2097152,20,182.23,11508.31
4194304,10,352.75,11890.38
8388608,5,691.87,12124.51
16777216,2,1378.47,12170.88
33554432,1,2762.93,12144.49
67108864,1,5530.63,12134.03
134217728,1,11035.44,12162.43
268435456,1,22063.32,12166.59
