#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,4.01
8,1000,1.00,8.01
16,1000,1.00,16.07
32,1000,1.02,31.51
64,1000,1.15,55.79
128,1000,1.19,107.33
256,1000,1.44,177.69
512,1000,1.50,340.43
1024,1000,1.66,617.64
2048,1000,2.32,883.34
4096,1000,3.18,1288.67
8192,1000,4.44,1846.39
16384,1000,6.23,2630.73
32768,1000,8.39,3905.82
65536,640,12.25,5349.55
131072,320,18.37,7135.21
262144,160,31.96,8201.25
524288,80,57.69,9088.15
1048576,40,97.00,10810.01
2097152,20,182.35,11500.43
4194304,10,352.77,11889.57
8388608,5,692.71,12109.76
16777216,2,1382.61,12134.49
33554432,1,2768.09,12121.86
67108864,1,5541.32,12110.62
134217728,1,11034.30,12163.69
268435456,1,22076.49,12159.33
