#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,1.00,1.00
2,1000,1.01,1.99
4,1000,1.00,3.98
8,1000,1.00,8.04
16,1000,1.00,16.01
32,1000,1.02,31.43
64,1000,1.15,55.77
128,1000,1.20,107.08
256,1000,1.44,177.86
512,1000,1.51,339.84
1024,1000,1.67,614.84
2048,1000,2.32,881.92
4096,1000,3.17,1292.82
8192,1000,4.43,1850.13
16384,1000,6.23,2630.73
32768,1000,8.40,3902.27
65536,640,12.25,5352.02
131072,320,18.37,7134.00
262144,160,31.95,8206.03
524288,80,54.00,9708.31
1048576,40,96.99,10811.17
2097152,20,182.17,11512.28
4194304,10,352.69,11892.45
8388608,5,691.88,12124.43
16777216,2,1381.68,12142.61
33554432,1,2763.41,12142.38
67108864,1,5527.82,12140.20
134217728,1,11041.53,12155.72
268435456,1,22068.71,12163.62
