#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.92
2,1000,0.20,10.05
4,1000,0.20,19.55
8,1000,0.20,39.70
16,1000,0.19,82.36
32,1000,0.22,144.99
64,1000,0.22,291.30
128,1000,0.32,403.75
256,1000,0.32,808.03
512,1000,0.37,1373.69
1024,1000,0.49,2109.19
2048,1000,0.75,2742.08
4096,1000,1.12,3660.85
8192,1000,1.86,4408.19
16384,1000,2.94,5572.20
32768,1000,4.73,6928.23
65536,640,8.06,8134.87
131072,320,14.45,9069.68
262144,160,14.77,17744.32
524288,80,28.99,18083.02
1048576,40,65.83,15929.23
2097152,20,150.42,13941.84
4194304,10,318.99,13148.61
8388608,5,894.70,9375.88
16777216,2,2280.85,7355.69
33554432,1,5287.57,6345.90
67108864,1,10424.15,6437.83
134217728,1,20874.71,6429.68
268435456,1,41775.71,6425.64
