#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.10
2,1000,0.20,10.23
4,1000,0.20,20.26
8,1000,0.20,40.07
16,1000,0.19,84.85
32,1000,0.22,144.95
64,1000,0.22,288.96
128,1000,0.31,419.30
256,1000,0.31,819.11
512,1000,0.37,1383.73
1024,1000,0.48,2117.15
2048,1000,0.74,2756.14
4096,1000,1.11,3673.70
8192,1000,1.85,4417.37
16384,1000,2.94,5563.73
32768,1000,4.75,6902.81
65536,640,8.05,8140.00
131072,320,14.49,9046.58
262144,160,12.61,20796.19
524288,80,23.71,22113.34
1048576,40,58.53,17914.99
2097152,20,144.01,14562.51
4194304,10,323.80,12953.44
8388608,5,897.67,9344.85
16777216,2,2261.74,7417.83
33554432,1,5186.52,6469.54
67108864,1,10483.86,6401.16
134217728,1,20927.47,6413.47
268435456,1,41655.02,6444.25
