#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.70
2,1000,0.19,10.28
4,1000,0.19,20.88
8,1000,0.19,41.95
16,1000,0.19,83.38
32,1000,0.22,142.95
64,1000,0.22,285.63
128,1000,0.31,409.49
256,1000,0.32,794.11
512,1000,0.38,1336.79
1024,1000,0.49,2081.52
2048,1000,0.74,2781.01
4096,1000,1.11,3674.12
8192,1000,1.88,4357.92
16384,1000,2.98,5504.58
32768,1000,4.82,6799.32
65536,640,8.11,8081.96
131072,320,14.80,8855.68
262144,160,13.18,19893.82
524288,80,25.02,20957.56
1048576,40,59.44,17642.05
2097152,20,138.00,15196.81
4194304,10,312.09,13439.52
8388608,5,871.66,9623.70
16777216,2,2279.77,7359.17
33554432,1,5247.41,6394.47
67108864,1,10421.27,6439.61
134217728,1,20838.40,6440.88
268435456,1,41658.25,6443.75
