#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.68
2,1000,0.20,10.25
4,1000,0.19,20.84
8,1000,0.19,41.83
16,1000,0.19,83.31
32,1000,0.22,144.69
64,1000,0.22,287.21
128,1000,0.31,410.85
256,1000,0.33,780.65
512,1000,0.38,1339.90
1024,1000,0.49,2098.29
2048,1000,0.75,2739.94
4096,1000,1.12,3662.40
8192,1000,1.85,4422.55
16384,1000,2.95,5563.28
32768,1000,4.75,6903.35
65536,640,8.07,8119.53
131072,320,14.56,9003.72
262144,160,13.74,19076.94
524288,80,26.17,20035.36
1048576,40,62.49,16779.27
2097152,20,148.94,14080.10
4194304,10,320.56,13084.22
8388608,5,901.32,9307.07
16777216,2,2295.12,7309.97
33554432,1,5219.33,6428.88
67108864,1,10500.70,6390.89
134217728,1,20940.90,6409.36
268435456,1,41699.18,6437.43
