#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.00
2,1000,0.19,10.40
4,1000,0.19,20.89
8,1000,0.19,41.67
16,1000,0.19,83.07
32,1000,0.22,145.71
64,1000,0.22,291.42
128,1000,0.31,414.29
256,1000,0.33,773.69
512,1000,0.38,1352.32
1024,1000,0.49,2105.20
2048,1000,0.74,2757.25
4096,1000,1.11,3674.34
8192,1000,1.85,4416.73
16384,1000,2.95,5556.15
32768,1000,4.74,6906.09
65536,640,8.06,8131.27
131072,320,14.44,9074.26
262144,160,12.60,20807.70
524288,80,24.15,21712.85
1048576,40,55.98,18729.82
2097152,20,136.71,15340.64
4194304,10,314.79,13324.20
8388608,5,875.73,9578.95
16777216,2,2317.15,7240.46
33554432,1,5209.74,6440.71
67108864,1,10465.50,6412.39
134217728,1,20829.78,6443.55
268435456,1,41676.06,6441.00
