#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,4.91
2,1000,0.19,10.33
4,1000,0.19,20.91
8,1000,0.20,40.82
16,1000,0.19,82.47
32,1000,0.22,144.74
64,1000,0.22,290.10
128,1000,0.30,420.40
256,1000,0.33,774.13
512,1000,0.37,1367.59
1024,1000,0.49,2101.72
2048,1000,0.74,2749.91
4096,1000,1.12,3673.09
8192,1000,1.85,4420.79
16384,1000,2.95,5561.18
32768,1000,4.97,6589.11
65536,640,8.51,7704.88
131072,320,14.97,8758.05
262144,160,13.72,19105.42
524288,80,26.11,20076.70
1048576,40,59.74,17553.04
2097152,20,142.98,14667.70
4194304,10,309.36,13558.10
8388608,5,896.78,9354.17
16777216,2,2325.70,7213.84
33554432,1,5284.18,6349.97
67108864,1,10451.31,6421.10
134217728,1,20846.94,6438.25
268435456,1,41659.62,6443.54
