pre.send,main.matrix,remain.matrix,total.comput,total
0.00732559,0.478687,0.0290019,0.507689,0.515014
0.0073049,0.478411,0.0288017,0.507212,0.514517
0.00781001,0.475514,0.0293119,0.504826,0.512636
0.00779685,0.473502,0.029204,0.502706,0.510503
0.00788684,0.475631,0.0294066,0.505038,0.512925
0.00732877,0.476582,0.0288429,0.505425,0.512754
0.00776852,0.472475,0.0291473,0.501622,0.50939
0.00719053,0.47069,0.028478,0.499168,0.506359
0.00772279,0.469709,0.0290225,0.498731,0.506454
0.00789824,0.478132,0.0295662,0.507698,0.515596
