pre.send,main.matrix,remain.matrix,total.comput,total
0.00771179,0.188116,0.00771208,0.195828,0.20354
0.00766164,0.188723,0.00766195,0.196385,0.204046
0.00769249,0.188064,0.00769285,0.195757,0.20345
0.00765769,0.186756,0.00765799,0.194414,0.202072
0.00768428,0.188165,0.00768459,0.19585,0.203534
0.00765252,0.188001,0.00765281,0.195653,0.203306
0.0076005,0.187131,0.00760088,0.194732,0.202333
0.00823188,0.189402,0.00823276,0.197635,0.205867
0.00764934,0.187546,0.00764976,0.195195,0.202845
0.00765647,0.188867,0.00765685,0.196524,0.20418
