numproc,exec-time,init-time
7,6.37467e-06,2.22e-07
7,6.38918e-06,1.08e-07
7,6.43252e-06,1.7e-07
7,6.45147e-06,1.68e-07
7,6.42428e-06,3.64e-07
7,6.32029e-06,1.41e-07
7,6.43852e-06,1.81e-07
7,6.34163e-06,1.5e-07
7,6.32516e-06,1.11e-07
7,6.42074e-06,1.5e-07
