pre.send,main.matrix,remain.matrix,total.comput,total
0.00803074,0.159285,0.00803143,0.167317,0.175347
0.0082253,0.156766,0.00822559,0.164992,0.173217
0.0076146,0.156503,0.00761489,0.164118,0.171733
0.00763897,0.156199,0.00763931,0.163838,0.171477
0.00824342,0.157169,0.00824374,0.165412,0.173656
0.00772295,0.156979,0.00772324,0.164702,0.172425
0.00763904,0.162914,0.00763971,0.170554,0.178193
0.0076602,0.157689,0.00766073,0.16535,0.17301
0.00824517,0.159389,0.00824545,0.167635,0.17588
0.00826059,0.156839,0.00826097,0.1651,0.17336
