pre.send,main.matrix,remain.matrix,total.comput,total
0.00753676,0.192259,0.00980639,0.202066,0.209602
0.00826177,0.193957,0.0103904,0.204348,0.21261
0.0145482,0.192967,0.0166586,0.209625,0.224174
0.00811574,0.191921,0.0102089,0.20213,0.210246
0.00773119,0.193493,0.00985886,0.203351,0.211083
0.00816962,0.193515,0.0104464,0.203961,0.21213
0.00766033,0.193834,0.00980426,0.203638,0.211298
0.00807923,0.192438,0.0101619,0.2026,0.210679
0.00754964,0.191186,0.00980332,0.200989,0.208539
0.00761589,0.193611,0.00974035,0.203352,0.210968
