#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.83
2,1000,0.21,9.34
4,1000,0.20,19.94
8,1000,0.20,39.43
16,1000,0.19,84.00
32,1000,0.23,142.18
64,1000,0.22,285.22
128,1000,0.32,397.45
256,1000,0.33,782.09
512,1000,0.38,1336.41
1024,1000,0.50,2059.41
2048,1000,0.73,2793.67
4096,1000,1.11,3684.28
8192,1000,1.88,4368.62
16384,1000,2.97,5523.37
32768,1000,4.80,6819.76
65536,640,8.11,8083.36
131072,320,14.75,8884.94
262144,160,12.96,20228.87
524288,80,26.21,20004.41
1048576,40,60.51,17329.36
2097152,20,144.24,14539.57
4194304,10,326.22,12857.45
8388608,5,900.73,9313.11
16777216,2,2299.21,7296.96
33554432,1,5245.57,6396.71
67108864,1,10429.82,6434.32
134217728,1,20849.00,6437.61
268435456,1,41608.13,6451.51
