#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.89
2,1000,0.19,10.68
4,1000,0.19,21.23
8,1000,0.19,41.99
16,1000,0.19,84.03
32,1000,0.22,145.58
64,1000,0.22,295.41
128,1000,0.31,415.98
256,1000,0.33,782.02
512,1000,0.39,1319.47
1024,1000,0.49,2091.56
2048,1000,0.74,2757.27
4096,1000,1.11,3690.11
8192,1000,1.85,4427.52
16384,1000,2.92,5605.79
32768,1000,4.73,6926.71
65536,640,8.04,8155.10
131072,320,14.42,9091.38
262144,160,12.54,20903.60
524288,80,25.69,20411.86
1048576,40,61.44,17066.38
2097152,20,142.86,14679.68
4194304,10,309.45,13554.21
8388608,5,882.66,9503.80
16777216,2,2332.56,7192.62
33554432,1,5287.05,6346.53
67108864,1,10496.55,6393.42
134217728,1,20878.07,6428.65
268435456,1,41781.60,6424.73
