#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.92
2,1000,0.19,10.77
4,1000,0.19,21.53
8,1000,0.21,38.99
16,1000,0.19,85.36
32,1000,0.22,144.30
64,1000,0.22,288.02
128,1000,0.31,409.86
256,1000,0.33,780.26
512,1000,0.38,1343.82
1024,1000,0.49,2087.39
2048,1000,0.74,2766.26
4096,1000,1.11,3685.66
8192,1000,1.85,4419.87
16384,1000,2.93,5596.95
32768,1000,4.71,6954.69
65536,640,8.02,8167.32
131072,320,14.44,9078.47
262144,160,12.54,20903.10
524288,80,23.89,21949.44
1048576,40,57.34,18286.13
2097152,20,137.29,15275.23
4194304,10,314.93,13318.38
8388608,5,890.10,9424.33
16777216,2,2308.10,7268.83
33554432,1,5231.10,6414.42
67108864,1,10481.10,6402.85
134217728,1,20862.30,6433.50
268435456,1,41639.69,6446.62
