#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.10
2,1000,0.20,10.20
4,1000,0.20,20.20
8,1000,0.20,40.58
16,1000,0.19,85.66
32,1000,0.23,140.59
64,1000,0.23,281.93
128,1000,0.31,413.37
256,1000,0.33,781.30
512,1000,0.39,1321.77
1024,1000,0.50,2044.22
2048,1000,0.74,2759.74
4096,1000,1.11,3683.14
8192,1000,1.86,4413.16
16384,1000,2.94,5566.17
32768,1000,4.72,6945.44
65536,640,8.05,8144.11
131072,320,14.44,9078.78
262144,160,12.61,20796.35
524288,80,24.71,21215.18
1048576,40,61.20,17133.23
2097152,20,143.84,14579.65
4194304,10,338.00,12409.17
8388608,5,888.68,9439.43
16777216,2,2305.39,7277.38
33554432,1,5240.44,6402.98
67108864,1,10483.66,6401.28
134217728,1,20887.07,6425.88
268435456,1,41796.87,6422.38
