#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.20,5.09
2,1000,0.19,10.59
4,1000,0.19,21.52
8,1000,0.19,42.91
16,1000,0.19,85.79
32,1000,0.22,142.90
64,1000,0.22,288.73
128,1000,0.32,401.65
256,1000,0.33,783.50
512,1000,0.38,1348.56
1024,1000,0.50,2055.76
2048,1000,0.75,2748.76
4096,1000,1.12,3666.88
8192,1000,1.86,4404.63
16384,1000,2.96,5541.65
32768,1000,4.73,6927.19
65536,640,8.07,8116.93
131072,320,14.47,9058.67
262144,160,12.58,20837.24
524288,80,23.57,22243.79
1048576,40,58.03,18068.05
2097152,20,137.10,15296.37
4194304,10,323.78,12954.23
8388608,5,891.38,9410.77
16777216,2,2303.71,7282.68
33554432,1,5255.02,6385.22
67108864,1,10512.21,6383.89
134217728,1,20967.77,6401.15
268435456,1,41669.34,6442.04
