#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.85
2,1000,0.20,10.24
4,1000,0.18,21.63
8,1000,0.18,43.41
16,1000,0.18,86.59
32,1000,0.22,146.55
64,1000,0.22,290.35
128,1000,0.30,426.61
256,1000,0.34,758.06
512,1000,0.40,1277.71
1024,1000,0.49,2077.32
2048,1000,0.74,2758.86
4096,1000,1.11,3674.72
8192,1000,1.95,4198.67
16384,1000,3.11,5275.42
32768,1000,5.01,6538.16
65536,640,8.41,7790.80
131072,320,15.43,8492.00
262144,160,14.74,17788.11
524288,80,27.56,19020.84
1048576,40,64.58,16236.17
2097152,20,147.67,14201.44
4194304,10,330.24,12700.86
8388608,5,894.87,9374.15
16777216,2,2290.54,7324.57
33554432,1,5256.12,6383.88
67108864,1,10460.24,6415.62
134217728,1,20886.06,6426.19
268435456,1,41651.42,6444.81
