#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.22
2,1000,0.19,10.40
4,1000,0.19,20.83
8,1000,0.19,41.53
16,1000,0.19,84.26
32,1000,0.22,145.28
64,1000,0.22,294.58
128,1000,0.30,420.51
256,1000,0.33,766.07
512,1000,0.38,1331.40
1024,1000,0.48,2118.24
2048,1000,0.75,2738.26
4096,1000,1.12,3663.45
8192,1000,1.86,4415.67
16384,1000,2.93,5594.67
32768,1000,4.70,6974.35
65536,640,8.02,8171.23
131072,320,14.46,9066.16
262144,160,12.58,20838.76
524288,80,23.66,22156.37
1048576,40,60.54,17320.78
2097152,20,144.21,14541.99
4194304,10,325.10,12901.41
8388608,5,887.48,9452.17
16777216,2,2302.28,7287.21
33554432,1,5253.51,6387.05
67108864,1,10450.49,6421.60
134217728,1,20989.86,6394.41
268435456,1,41782.66,6424.57
