#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.90
2,1000,0.21,9.43
4,1000,0.21,19.05
8,1000,0.19,42.59
16,1000,0.19,84.47
32,1000,0.23,142.12
64,1000,0.23,283.93
128,1000,0.32,400.86
256,1000,0.34,761.18
512,1000,0.39,1313.35
1024,1000,0.51,1995.61
2048,1000,0.77,2648.16
4096,1000,1.16,3543.15
8192,1000,1.95,4195.00
16384,1000,3.11,5272.88
32768,1000,4.99,6564.19
65536,640,8.36,7840.55
131072,320,15.15,8649.02
262144,160,13.65,19203.55
524288,80,27.37,19154.53
1048576,40,61.69,16997.95
2097152,20,143.89,14574.30
4194304,10,324.92,12908.86
8388608,5,898.69,9334.31
16777216,2,2300.88,7291.66
33554432,1,5220.01,6428.04
67108864,1,10438.58,6428.93
134217728,1,20894.54,6423.58
268435456,1,41648.11,6445.32
