#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,4.96
2,1000,0.20,10.13
4,1000,0.20,20.09
8,1000,0.20,39.91
16,1000,0.19,85.03
32,1000,0.23,141.31
64,1000,0.22,287.48
128,1000,0.31,410.98
256,1000,0.34,760.55
512,1000,0.38,1330.35
1024,1000,0.49,2105.63
2048,1000,0.74,2752.75
4096,1000,1.11,3677.97
8192,1000,1.86,4402.44
16384,1000,2.93,5597.43
32768,1000,4.78,6857.48
65536,640,8.09,8100.62
131072,320,14.74,8890.88
262144,160,13.75,19065.31
524288,80,26.05,20128.72
1048576,40,61.65,17009.24
2097152,20,142.52,14714.58
4194304,10,328.54,12766.56
8388608,5,895.28,9369.79
16777216,2,2270.25,7390.02
33554432,1,5211.34,6438.74
67108864,1,10444.16,6425.49
134217728,1,20860.22,6434.15
268435456,1,41602.73,6452.35
