#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.96
2,1000,0.19,10.72
4,1000,0.18,21.70
8,1000,0.19,42.97
16,1000,0.19,86.00
32,1000,0.23,139.27
64,1000,0.22,286.90
128,1000,0.31,410.77
256,1000,0.33,765.36
512,1000,0.39,1306.41
1024,1000,0.49,2071.69
2048,1000,0.73,2792.12
4096,1000,1.11,3683.64
8192,1000,1.88,4347.02
16384,1000,2.97,5518.23
32768,1000,4.79,6838.46
65536,640,8.11,8085.15
131072,320,14.71,8912.94
262144,160,12.96,20226.28
524288,80,24.22,21647.13
1048576,40,59.55,17609.65
2097152,20,139.13,15073.08
4194304,10,318.47,13170.27
8388608,5,901.69,9303.23
16777216,2,2296.93,7304.19
33554432,1,5275.66,6360.24
67108864,1,10497.85,6392.63
134217728,1,20851.14,6436.95
268435456,1,41809.80,6420.40
