pre.send,main.matrix,remain.matrix,total.comput,total
0.00726121,0.17302,0.0141208,0.187141,0.194402
0.00793328,0.174604,0.0148851,0.189489,0.197422
0.00779531,0.173199,0.0146284,0.187827,0.195623
0.007797,0.172471,0.0146456,0.187117,0.194914
0.00817508,0.172526,0.015066,0.187592,0.195767
0.00779691,0.171902,0.0146352,0.186537,0.194334
0.0077578,0.172569,0.0146092,0.187178,0.194936
0.00729011,0.17307,0.0141747,0.187245,0.194535
0.00720593,0.172605,0.0140221,0.186627,0.193833
0.00780376,0.173026,0.0147752,0.187801,0.195604
