pre.send,main.matrix,remain.matrix,total.comput,total
0.00778815,0.198838,0.0077885,0.206626,0.214414
0.00771177,0.197127,0.00771205,0.204839,0.212551
0.00825372,0.198414,0.00825413,0.206669,0.214922
0.00772031,0.199163,0.00772062,0.206883,0.214604
0.00824028,0.196543,0.00824062,0.204784,0.213024
0.00828015,0.197178,0.00828057,0.205459,0.213739
0.00780849,0.199328,0.0078089,0.207137,0.214946
0.00780974,0.200129,0.00781005,0.207939,0.215749
0.00835633,0.199221,0.00835675,0.207578,0.215935
0.00785795,0.199731,0.00785842,0.20759,0.215447
