pre.send,main.matrix,remain.matrix,total.comput,total
0.00789631,0.15606,0.0166552,0.172716,0.180612
0.00776274,0.153425,0.0164106,0.169835,0.177598
0.00779912,0.154179,0.016385,0.170564,0.178363
0.00778299,0.154433,0.0164387,0.170872,0.178655
0.00776661,0.154095,0.0164154,0.17051,0.178277
0.00785518,0.155196,0.0165776,0.171774,0.179629
0.00783128,0.153752,0.0164662,0.170219,0.17805
0.00784714,0.154563,0.0166015,0.171165,0.179012
0.0079001,0.155162,0.0166605,0.171823,0.179723
0.00778439,0.154048,0.0164387,0.170487,0.178271
