pre.send,main.matrix,remain.matrix,total.comput,total
0.00774174,0.197115,0.00774237,0.204857,0.212599
0.00768486,0.193264,0.0076854,0.200949,0.208634
0.007698,0.196031,0.00769837,0.203729,0.211427
0.00762509,0.194505,0.00762532,0.20213,0.209755
0.00769186,0.193941,0.00769225,0.201634,0.209325
0.00835305,0.196417,0.00835319,0.20477,0.213123
0.00779041,0.196002,0.0077907,0.203792,0.211583
0.00766996,0.1944,0.00767034,0.20207,0.20974
0.00778612,0.196538,0.00778657,0.204325,0.212111
0.0083397,0.196429,0.00833998,0.204769,0.213109
